file,CD0,CDa,CL0,CLa,Alpha0_rad,Error
IMG_5057,1.0,2.0,0.0,5.0,0.5235987755982988,41.2727421308099
IMG_5055,1.0,2.0,1.0,3.1370544127632306e-17,0.5235987755982988,9781.873354846679
IMG_5056,0.2715282929212447,1.1863602727385005,0.18987990294274842,0.9692568414697647,0.5235987755982988,0.0007139192985463652
