Frame,X_px,Y_px,Time_s,X_m,Y_m
89,768.7507,645.91516,2.966666666666667,7.1164775,-0.54948926
90,768.6398,645.588,3.0,7.1149583,-0.5450073
91,768.5166,645.01605,3.033333333333333,7.1132708,-0.5371714
92,768.4224,644.4222,3.066666666666667,7.111981,-0.5290354
93,768.44385,643.79974,3.1,7.112274,-0.520508
94,768.4281,643.0531,3.1333333333333333,7.1120586,-0.510279
95,768.45135,642.2664,3.1666666666666665,7.112377,-0.49950147
96,768.5195,641.65283,3.2,7.1133103,-0.49109533
97,768.6708,641.17334,3.2333333333333334,7.115383,-0.48452628
98,768.8422,640.4992,3.2666666666666666,7.117732,-0.47529066
99,768.9142,639.9121,3.3,7.1187177,-0.46724743
100,769.20233,639.3457,3.3333333333333335,7.1226654,-0.45948768
101,848.29596,638.6557,3.3666666666666667,8.206248,-0.45003462
102,848.4734,638.1351,3.4,8.208679,-0.442902
103,848.49365,637.72925,3.433333333333333,8.208957,-0.43734223
104,848.48956,637.2903,3.466666666666667,8.2089,-0.43132842
105,848.67377,636.6646,3.5,8.211424,-0.4227567
106,848.737,636.15045,3.533333333333333,8.212291,-0.4157127
107,848.85516,635.3859,3.566666666666667,8.213909,-0.40523872
108,849.0114,634.9201,3.6,8.21605,-0.39885697
109,849.2209,634.381,3.6333333333333333,8.21892,-0.39147097
110,849.41846,634.036,3.6666666666666665,8.221626,-0.3867449
111,849.6319,633.49585,3.7,8.22455,-0.37934467
112,849.7881,633.1383,3.7333333333333334,8.22669,-0.37444633
113,849.94147,632.5358,3.7666666666666666,8.228791,-0.36619237
114,850.1292,632.0407,3.8,8.231363,-0.35940927
115,850.2229,631.59283,3.8333333333333335,8.232647,-0.35327336
116,850.2818,631.2112,3.8666666666666667,8.233454,-0.34804472
117,850.6972,630.75934,3.9,8.239145,-0.34185448
118,850.7981,630.2259,3.933333333333333,8.240527,-0.33454624
119,850.9897,629.7928,3.966666666666667,8.243153,-0.3286127
