Frame,X_px,Y_px,Time_s,X_m,Y_m
79,1010.1429,655.41187,2.6333333333333333,9.019795,-0.6102701
80,1009.9253,655.4555,2.6666666666666665,9.017203,-0.61078995
81,1167.9723,652.45734,2.7,10.900023,-0.57507265
82,1167.5381,652.2555,2.7333333333333334,10.894852,-0.5726681
83,1167.1383,652.1628,2.7666666666666666,10.890089,-0.5715636
84,1166.9177,651.8792,2.8,10.887461,-0.56818545
85,1166.7467,651.6625,2.8333333333333335,10.885424,-0.56560344
86,1166.5222,651.53986,2.8666666666666667,10.88275,-0.56414264
87,1166.4067,651.23755,2.9,10.881373,-0.5605413
88,1166.2546,650.9455,2.933333333333333,10.879561,-0.55706203
89,1166.1748,650.46454,2.966666666666667,10.878611,-0.55133235
90,1166.1316,650.12054,3.0,10.878096,-0.54723436
91,1165.9976,649.59314,3.033333333333333,10.876499,-0.5409514
92,1165.9495,649.00696,3.066666666666667,10.875926,-0.53396815
93,1165.9324,648.3375,3.1,10.875722,-0.52599317
94,1165.9244,647.641,3.1333333333333333,10.8756275,-0.5176953
95,1165.9004,646.87555,3.1666666666666665,10.875341,-0.5085766
96,1165.9756,646.2669,3.2,10.876237,-0.5013258
97,1166.0731,645.79236,3.2333333333333334,10.877399,-0.49567246
98,1166.1721,645.13513,3.2666666666666666,10.878578,-0.48784292
99,1166.1504,644.61816,3.3,10.87832,-0.48168424
100,1166.3256,644.0883,3.3333333333333335,10.880406,-0.47537217
101,1166.3668,643.6665,3.3666666666666667,10.8808975,-0.47034708
102,1166.5508,643.1326,3.4,10.883089,-0.46398702
103,1166.5803,642.7868,3.433333333333333,10.883441,-0.45986718
104,1166.5829,642.30945,3.466666666666667,10.8834715,-0.45418042
105,1166.779,641.7537,3.5,10.885809,-0.44756004
106,1166.8351,641.217,3.533333333333333,10.8864765,-0.4411658
107,1166.9562,640.4491,3.566666666666667,10.887918,-0.43201798
108,1166.9581,639.9526,3.6,10.887942,-0.4261029
109,1167.0353,639.3246,3.6333333333333333,10.888862,-0.4186216
110,1087.6298,638.99316,3.6666666666666665,9.9429,-0.4146734
111,1087.7656,638.41956,3.7,9.944518,-0.40783995
112,1087.8591,638.0867,3.7333333333333334,9.945632,-0.40387428
113,1088.011,637.4708,3.7666666666666666,9.947441,-0.3965377
114,1088.2008,636.99817,3.8,9.949703,-0.39090693
115,1088.2861,636.55994,3.8333333333333335,9.950719,-0.38568625
116,1088.3105,636.198,3.8666666666666667,9.95101,-0.38137445
117,1088.677,635.7604,3.9,9.955376,-0.37616104
118,1088.813,635.2305,3.933333333333333,9.956996,-0.36984897
119,1088.9656,634.8533,3.966666666666667,9.958814,-0.36535466
